,task_id,task_generation_config_json,env,domain,l1_category,l2_category,suggested_difficulty,suggested_hint,suggested_max_steps,suggested_split,metadata_json
Abhijit ,ebay/category//5,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I’m looking for a brand new baby monitor for a smart nursery setup, and since money is no object, it can be expensive so I know I'm getting a quality unit. I want something that is smartphone capable with Wi-Fi and Bluetooth connectivity so I can check in from my phone. The camera must have Infrared Vision for clear night monitoring. Most importantly, it needs to be compatible with my smart home ecosystem, specifically Amazon Alexa or Apple HomeKit, so I can view the feed on my smart displays. What are the best-rated premium options available? "",""gt_url"": ["" https://www.ebay.com/b/Baby-Monitors/20435/bn_2313847?Features=Camera%7CInfrared%2520Vision%7CSmartphone%2520Capable&LH_ItemCondition=1000&Smart%2520Home%2520Compatibility=Apple%2520HomeKit%7CAmazon%2520Alexa&Smart%2520Home%2520Protocol=Wi%252DFi%7CBluetooth&_udlo=75&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,easy,null,null,validation,null
Abhijit ,ebay/category//6,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I need a reliable secondary burner for my small kitchen that doesn't feel like a cheap temporary fix. Show me some brand new electric or gas hot plates that cost more than $50 to ensure they are built to last. I need a unit with at least 4 distinct programs or settings for better control over my cooking. I'm looking for something modern and compact, that fits into a minimalist aesthetic. "",""gt_url"": ["" https://www.ebay.com/b/Hot-Plates-Plates/177751/bn_105709540?LH_ItemCondition=1500%7C1000&Number%2520of%2520Settings%252FPrograms=4&Power%2520Source=Electric%7CGas&_udlo=50&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Abhijit ,ebay/category//7,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I need a high-performance new grooming set that isn't too bulky for travel but still feels professional. Please find kits that include a badger hair shaving brush with a smaller 20mm knot and a metal-handled razor for durability. It must be a full kit with extra blades included. I'm interested in brands like Bevel or other weighted, chrome-finished sets that offer a classic barbershop feel. "",""gt_url"": ["" https://www.ebay.com/b/Shaving-Grooming-Kits-Sets/106315/bn_221466?LH_ItemCondition=1000&Handle%2520Material=Metal&Brush%2520Material=Badger%2520Hair&Set%2520Includes=Brush%7CRazor%2520Blades&Knot%2520Size=20%2520mm&mag=1 ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Abhijit ,ebay/category//8,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" Searching for a 29"" wheel bike that commands the trail with a sense of relentless momentum. I am on a quest for a machine that bridges the gap between raw power and refined engineering, focusing my intent on a precise price ceiling under $750 to ensure my investment is as sharp as my ride.I am navigating toward high-performance builds, specifically seeking those that honor the spirit of the dirt with Returns Accepted to guard my journey against the unknown. I allow the ""Best Match"" to act as my scout "",""gt_url"": [""https://www.ebay.com/b/29-Wheel-Bikes/177831/bn_1868050?_udhi=750&LH_RPA=1&mag=1  "", "" https://www.ebay.com/sch/i.html?_dcat=177831&_fsrp=1&_udlo=35&rt=nc&_from=R40&LH_RPA=1&_nkw=bicycles&_sacat=0&Wheel%2520Size=29%2520in ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,medium,null,null,validation,null
Abhijit ,ebay/category//9,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I want to find some unique, high-end cup and saucer sets for my tea service that have a classic mid-century feel. I’m looking for authentic pieces manufactured between 1940 and 1949 in patterns like American Brilliant or Apple Blossom. I’m willing to spend more than $35 to ensure I’m getting pieces in excellent condition from reputable names like Haviland or Franciscan. I'd love to see some jumbo sizes or footed styles that really stand out."",""gt_url"": ["" https://www.ebay.com/b/Decorative-Cookware-Dinnerware-Serveware/262364/bn_7117887164?Pattern=American%2520Brilliant%7CApple%7CAntique%2520Rose%7CApplejack&Time%2520Period%2520Manufactured=1940%252D1949&Type=Cup%2520%2526%2520Saucer&_udlo=35&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,medium,null,null,validation,null
Abhijit ,ebay/category//10,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I need some Open Box luxury lighting for a dining area that feels contemporary and bright. I'm looking for a silver-toned chandelier made of glass that requires hardwired power. I’m interested in a mix of styles—from crystal drum mounts to taper candle styles—but they must be in like-new condition and priced as a bargain. I’m particularly interested in mid-to-high-tier brands like West Elm or Elegant Lighting. "",""gt_url"": ["" https://www.ebay.com/b/Glass-Dining-Room-Silver-Chandeliers-Ceiling-Fixtures/117503/bn_109707548?LH_ItemCondition=1500&Power%2520Source=Hardwired&Type=Chandelier&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,medium,null,null,validation,null
Abhijit ,ebay/category//11,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I need a sleek, brand-new black electric toothbrush that’s designed for life on the road. It must be a rechargeable model that comes with its own travel case and charging base. Since I have sensitive gums, I'm specifically looking for a brush with soft bristles and a built-in pressure control sensor to prevent over-brushing. A timer is also a must-have to keep my routine consistent while I'm away. "",""gt_url"": ["" https://www.ebay.com/b/Black-Charger-Charging-Base-Electric-Toothbrushes/31770/bn_85893129?Features=Timer%7CRechargeable%7CSoft%2520Bristles%7CTravel%2520Case%7CPressure%2520Control&LH_ItemCondition=1000&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/digital_camera/12,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""I’ve been looking for a digital camera for content creation under electronics category. I prefer models that support 1080p HD video recording feature. I also want the charger included in the same. I’m focusing on new itemswith price above $300. I usually only consider best offer along with deals and savings listing and start by checking the newest available options."",""gt_url"": [""https://www.ebay.com/b/Digital-Cameras/31388/bn_779?Charger%2520Included=Yes&Features=1080p%2520HD%2520Video%2520Recording&LH_BO=1&LH_ItemCondition=1000&LH_Savings=1&_sop=10&_udlo=300""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,medium,null,null,validation,null
Dhanashree,ebay/category/musical_instruments_free_local_pickup/13,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""I’ve been looking into musical instruments and related gear under books, movies and music category, but I’m specifically interested in used condition options. I’m trying to stay within a moderate budget of $80-$400 and prefer listings with best offer format. I also want items that are locally accessible and provide free local pickup. I usually focus on listings that are marked as good deals or savings, and I prefer to prioritize items that are close to ending soon so I don’t miss out."",""gt_url"": [""https://www.ebay.com/b/Musical-Instruments-Gear/619/bn_1865601?LH_BO=1&LH_ItemCondition=4&LH_LPickup=1&LH_Savings=1&_sop=1&_udhi=400&_udlo=80""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/best_offer_makeup_products/14,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""I’ve been looking to refresh my makeup products under Health and beauty category with full-sized products. I prefer items that are completely new with box. I would like best offer as buying format, and I want items with free international shipping. I also prefer products item location as US only, and I usually start by checking the newest listings first."",""gt_url"": [""https://www.ebay.com/b/Full-Size-Makeup-Products/31786/bn_109761770?LH_PrefLoc=1&LH_FS=1&LH_BO=1&LH_ItemCondition=1000&_sop=10""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/golf_equipments/15,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""Trying to find golf equiments under all category, structured fitness training gear for high-intensity workouts, especially crossfit performance with vest product type. I prefer men’s fit,between range $140-$280, with free international shipping and usually begin by evaluating lowest total cost options first."",""gt_url"": [""https://www.ebay.com/b/Golf-Equipment/1513/bn_1849088?Department=Men&LH_FS=1&LH_ItemCondition=4&Performance%252FActivity=CrossFit&Type=Vest&_sop=15&_udhi=280&_udlo=140""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/samsung_smatphone/16,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""I’ve been looking for a reliable samsung smartphone under Cell phones and Accessories category that supports 3D face recognition feature. I prefer a black coloured device with Dual Sim. I’m specifically interested in prepaid Contract type options. I want higher priced model above $350."",""gt_url"": [""https://www.ebay.com/b/Samsung-Cell-Phones-and-Smartphones/9355/bn_352130?Color=Black&Features=3D%2520Face%2520Recognition&SIM%2520Card%2520Slot=Dual%2520SIM%2520%2528SIM%2520%252B%2520eSIM%2529&Contract=Prepaid&_udlo=350""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/fish_and_aquarium/17,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""I’m working on a new aquarium setup and need supplies for Fish and Aquarium under Pet supplies category that are compatible with all water types. I prefer items in new condition and buy it now format within price range $35-$100. I also need free international shipping and usually start by browsing the most recently added listings."",""gt_url"": [""https://www.ebay.com/b/All-Water-Type-Fish-and-Aquarium-Supplies/20754/bn_827429?LH_BIN=1&LH_FS=1&LH_ItemCondition=1000&_sop=10&_udhi=100&_udlo=35""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/entryway_furniture/18,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""Searching for furniture under Hone and Garden category, especially for shared spaces like the entryway and living room. I prefer furniture pieces that feel warm and neutral, mainly in earthy tones like beige and brown. I’m only interested in items that are new in condiiton within price range of $75-$150. I also want free international shipping without extra cost, and I usually pay attention to listings that are close to ending so I don’t miss out."",""gt_url"": [""https://www.ebay.com/b/Home-Furniture/3197/bn_1642075?LH_FS=1&LH_ItemCondition=1000&Color=Beige%7CBrown&Room=Entryway%7CLiving%2520Room&_udlo=75&_udhi=150&_sop=1""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Dhanashree,ebay/category/antique_world_coins/19,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""Searching for world coins under collectibles and art category that have cultural or antique significance of year 1500. I’m open to higher-value items above $50 and prefer buy it now format. I usually compare listings by looking at the highest total cost first, including shipping, to understand premium items in the collection space."",""gt_url"": [""https://www.ebay.com/b/World-Coins/256/bn_1851558?LH_BIN=1&Year=1500&_sop=16&_udlo=50""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,medium,null,null,validation,null
Dhanashree,ebay/category/balenciaga_handbag/20,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""Looking for a Balenciaga handbag under clothing and accessories category for casual occasions. I prefer a clutch-style design in a medium size that can still carry essentials comfortably. I’m drawn to earthy tones for exterior of handbag like brown. I'm focusing on price range $750-$1500 but with items only with deals and savings."",""gt_url"": [""https://www.ebay.com/b/Balenciaga-Bags-Handbags-for-Women/169291/bn_724671?Exterior%2520Color=Brown&Style=Clutch&Size=Medium&Occasion=Casual&_udlo=750&_udhi=1500&LH_Savings=1""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Bheemika,ebay/category//21,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": Searching for LEGO building toys that offer a complex and rewarding challenge for the seasoned architect. I am on a mission to find treasures that bridge the gap between simple play and intricate artistry, specifically targeting the Age Level of 16+ to satisfy a more mature creative hunger. I am navigating away from entry-level kits, focusing my intent on finding substantial value within a precise price range of $15 to $35. I allow the ""Best Match"" algorithm to sift through the vast sea of bricks"" "",""gt_url"": [""https://www.ebay.com/b/LEGO-Building-Toys/183446/bn_1929326?Age%2520Level=16%2B&_udhi=35&_udlo=15&mag=1&rt=nc"",""https://www.ebay.com/sch/i.html?_dcat=19006&_fsrp=1&rt=nc&_from=R40&_nkw=LEGO+Building+Toys&_sacat=0&Age%2520Level=16%252B&_udlo=15&_udhi=35 ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,medium,null,null,validation,null
Bheemika,ebay/category//22,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": ""Trying to find a cylindrical décor basket that brings an organized yet artisanal soul to my Home Décor, that offer a clean, vertical rhythm to the room, navigating toward pieces that command a value over $35 to ensure a sense of lasting substance, I allow the ""Best Match"" to distill the finest craftsmanship from the collection, keeping a watchful eye for rare textures "",""gt_url"": ["" https://www.ebay.com/b/Decor-Baskets/125072/bn_2312207?Shape=Cylindrical&_udlo=35&mag=1&rt=nc"", ""https://www.ebay.com/sch/i.html?_nkw=Cylindrical%20D%C3%A9cor%20Baskets&_sacat=0&_from=R40&_fsrp=1&_udlo=35&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Bheemika,ebay/category//23,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" Trying to find hair extensions or a wig that brings a transformative confidence and a seamless, natural flow to my style. I am on a quest for Brand New pieces, ensuring that every strand is pristine and untouched.I am moving past the realm of basic accessories, focusing my intent on premium investments over $100 where the quality of the fiber or human hair is the true priority. To safeguard my journey, I only walk paths where Returns are Accepted, allowing the ""Best Match"" to reveal the most acclaimed craftsmanship "",""gt_url"": ["" https://www.ebay.com/b/Hair-Extensions-Wigs/182101/bn_1521521?_udlo=100&LH_ItemCondition=1000&LH_RPA=1&mag=1"", "" https://www.ebay.com/sch/i.html?_nkw=Hair+Extensions+%26+Wigs&_sacat=0&_from=R40&_fsrp=1&_udlo=35&_oaa=1&_dcat=182101&LH_ItemCondition=1000&rt=nc&LH_RPA=1 ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,easy,null,null,validation,null
Bheemika,ebay/category//24,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" Searching for a portable dog house that offers a sanctuary of comfort for my companion's travels. I am on a quest for Brand New dwellings, ensuring a pristine and welcoming start for every adventure.I am navigating toward quality shelters, focusing my intent on finding reliable value within a precise price range of $55 to $95. I allow the ""Best Match"" algorithm to act as my scout through this collection of mobile homes "",""gt_url"": [""https://www.ebay.com/b/Portable-Dog-Houses/108884/bn_7702589?LH_ItemCondition=1000&_udhi=95&_udlo=55&mag=1&rt=nc "", ""https://www.ebay.com/sch/i.html?_nkw=portable+dog+house&_sacat=0&_from=R40&_fsrp=1&_udlo=35&LH_RPA=1&rt=nc&LH_ItemCondition=3&Features=Portable&_dcat=108884 ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Bheemika,ebay/category//25,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" have to gift my younger brother for his new hobby a guitar or bass that hums with the spirit of a seasoned performer. I am on a quest for Pre-Owned instruments, seeking those that carry the resonance of past melodies within their wood.
I am navigating toward premium craftsmanship, focusing my intent on professional-grade investments over $1,100 where the soul of the tone is the true priority. I allow the ""Best Match"" to guide me through this gallery of icons "",""gt_url"": [""https://www.ebay.com/b/Guitars-Basses/3858/bn_1865236?LH_ItemCondition=3000&_udlo=1100&mag=1&rt=nc , "" "" https://www.ebay.com/sch/i.html?_nkw=guitar+or+bass&_sacat=0&_from=R40&LH_TitleDesc=0&_fsrp=1&_udlo=35&LH_RPA=1&rt=nc&LH_ItemCondition=4 ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,category,hard,null,null,validation,null
Mustafa,etsy/brands//0,"{""target"": ""navi_bench.ebay.ebay_url_match.generate_task_config"", ""url"": ""https://www.ebay.com"", ""task"": ""I’m looking to treat myself to a classic rolex mens watch. I’ve been obsessed with the Rolex Oyster Perpetual lately, but I have relatively thin wrists, so I need something with a smaller profile—ideally staying within the 28-31.9 mm range for the case size. I really prefer the look and feel of a leather band over metal bracelets, so that's a must-have. Since I'm ordering from abroad, I want to avoid high delivery costs, so please ensure the results include free international shipping. I'd like to see the very latest options available, so please sort the listings by newly listed items."", ""gt_url"": [""https://www.ebay.com/sch/i.html?_nkw=rolex+mens+watch&_sacat=0&LH_FS=1&Case%2520Size=28%252D31%252E9%2520mm&Model=Rolex%2520Oyster%2520Perpetual&Band%2520Material=Leather&_dcat=31387&_sop=10"", ""https://www.ebay.com/b/Rolex/bn_21834331?Band%2520Material=Leather&Case%2520Size=28%252D31%252E9%2520mm&LH_FS=1&Model=Rolex%2520Oyster%2520Perpetual&_sop=10""], ""location"": ""United States"", ""timezone"": ""America/Chicago"", ""timestamp"": null}",real,ebay,marketplace,brands,easy,null,null,validation,null
Mustafa,etsy/brands//1,"{""target"": ""navi_bench.ebay.ebay_url_match.generate_task_config"", ""url"": ""https://www.ebay.com"", ""task"": ""I'm feeling a bit nostalgic and want to find a specific vibe for a gala next month. Can you look on eBay for a Louis Vuitton bag? It needs to be a clutch and specifically a small size because I don't want to carry much. I’m really into that 90s theme right now, and it has to have gold hardware to match my jewelry. Just let me know what the names of the bags are and how much they’re going for."", ""gt_url"": [""https://www.ebay.com/b/Louis-Vuitton-Bags-Handbags-for-Women/169291/bn_747219?Style=Clutch&Size=Small&Hardware%2520Color=Gold&Theme=90s"", ""https://www.ebay.com/sch/i.html?_dcat=169291&Hardware%2520Color=Gold&Size=Small&_nkw=Louis+Vuitton+bags&_sacat=0&Style=Clutch&Theme=90s""], ""location"": ""United States"", ""timezone"": ""America/Chicago"", ""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Mustafa,etsy/brands//2,"{""target"": ""navi_bench.ebay.ebay_url_match.generate_task_config"", ""url"": ""https://www.ebay.com"", ""task"": ""I’m looking for a pair of Apple airpods but I’m on a strict budget, so I want to find them in Open Box condition to save some cash. Can you check eBay for the 1100 Series? I definitely need them to have Active Noise Cancellation for my commute. Can you sort earbuds by the lowest price plus shipping so I can see the absolute cheapest option first? Just give me the product name and the total cost."", ""gt_url"": [""https://www.ebay.com/b/Apple-Cell-Phone-Headsets/80077/bn_320622?Features=Active%2520Noise%2520Cancellation&LH_ItemCondition=1500&Model=1100%2520Series&Type=Earbud%2520%2528In%2520Ear%2529&_sop=15"", ""https://www.ebay.com/sch/i.html?_dcat=80077&_nkw=apple+airpods&_sacat=0&LH_ItemCondition=1500&Model=1100%2520Series&Features=Active%2520Noise%2520Cancellation&Type=Earbud%2520%2528In%2520Ear%2529&_sop=15""], ""location"": ""United States"", ""timezone"": ""America/Chicago"", ""timestamp"": null}",real,ebay,marketplace,brands,medium,null,null,validation,null
Mustafa,etsy/brands//3,"{""target"": ""navi_bench.ebay.ebay_url_match.generate_task_config"", ""url"": ""https://www.ebay.com"", ""task"": ""I’m looking for a reliable work-from-home setup and I've always had good luck with Dell laptops. I need something portable but not too tiny, so stick to a 14-14.9 inch screen. It’s mostly for multitasking, so it needs exactly 12 GB of RAM, and I specifically want the Intel Core i5 6300U processor. I'm trying to be eco-friendly and save some money, so only show me certified refurbished options. Let me know if any pop up on eBay!"", ""gt_url"": [""https://www.ebay.com/b/Dell-Laptops-Netbooks/177/bn_352905?RAM%2520Size=12%2520GB&Screen%2520Size=14%252D14%252E9%2520in&Processor=6300U%252C%2520Core%2520i5&LH_ItemCondition=2000"", ""https://www.ebay.com/sch/i.html?_dcat=177&_nkw=dell+laptops&_sacat=0&Screen%2520Size=14%252D14%252E9%2520in&RAM%2520Size=12%2520GB&LH_ItemCondition=2000&Processor=6300U%252C%2520Core%2520i5""], ""location"": ""United States"", ""timezone"": ""America/Chicago"", ""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Mustafa,etsy/brands//4,"{""target"": ""navi_bench.ebay.ebay_url_match.generate_task_config"", ""url"": ""https://www.ebay.com"", ""task"": ""I'm looking for a very specific pair of Levi's for a beach trip. Can you check eBay for blue cotton jeans, but I want them in a Capri style? I need a Size Large (Regular) with a short 26-inch inseam. I'm trying to keep it cheap, so definitely under $30. I know it's a bit of a niche request, so just let me know if any listings actually show up or if I need to change my search!"", ""gt_url"": [""https://www.ebay.com/b/Levis-Mens-Jeans/11483/bn_700176?Size=L&Size%2520Type=Regular&Inseam=26%2520in&Color=Blue&Style=Capri&Material=Cotton&_udhi=30"", ""https://www.ebay.com/sch/i.html?_dcat=11483&Size%2520Type=Regular&Size=L&_nkw=levis+jeans&_sacat=0&Inseam=26%2520in&Color=Blue&Material=Cotton&_udhi=30&Style=Capri""], ""location"": ""United States"", ""timezone"": ""America/Chicago"", ""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Abhijit ,etsy/brands//5,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I’m looking for a new, limited edition 1:20 scale Gundam model kit. I want something from the Hyper Hybrid Model line that is suitable for an advanced builder. Show me exclusive science fiction releases from the mid-2000s that are still factory-sealed. "",""gt_url"": ["" https://www.ebay.com/b/gundam/bn_21826119?LH_ItemCondition=3&Theme=Science%2520Fiction&Features=Limited%2520Edition&Scale=1%253A20&Type=Model%2520Kit&Age%2520Level=12%252D16%2520Years&mag=1 ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Abhijit ,etsy/brands//6,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" Show me some high-end Nintendo Switch consoles in great used condition that offer the best bang for my buck. I'm looking for a unit with 512 GB of storage capacity and a price tag under $410. Please prioritize bundles that come with extras like physical games or protective cases, especially the OLED models. "",""gt_url"": ["" https://www.ebay.com/b/Nintendo-Switch-Consoles/139971/bn_7116325214?LH_ItemCondition=3000&Storage%2520Capacity=512%2520GB&_udhi=410&_udlo=290&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,medium,null,null,validation,null
Abhijit ,etsy/brands//7,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" Show me the best deals on OMEGA watches manufactured between the years 2000 and 2009. I am looking for a Quartz model that costs less than $1,500. It needs to be a mid-sized watch, so look for a case size in the 32mm to 39.9mm range. I’m particularly interested in the OMEGA Constellation Perpetual Calendar or the Constellation Quadra Chronograph if they are in good condition "",""gt_url"": ["" https://www.ebay.com/b/OMEGA/bn_21832131?Case%2520Size=36%252D39%252E9%2520mm%7C32%252D35%252E9%2520mm&Movement=Quartz&Year%2520Manufactured=2000%252D2009&_udhi=1500&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Abhijit ,etsy/brands//8,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I’m looking for a brand-new 1967 Shelby GT-500 Hot Wheels car to add to my collection. I want to see premium, collector-level versions, so please filter for New items priced over $15. I'm specifically hunting for the 100% Hot Wheels 'Black Box' limited editions or the Modern Classics series from the 1967 era that are still factory sealed. "",""gt_url"": ["" https://www.ebay.com/b/Hot-Wheels/bn_21826803?LH_ItemCondition=3&Vehicle%2520Make=Shelby&Vehicle%2520Year=1967&Year%2520of%2520Manufacture=1967&_udlo=15&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,medium,null,null,validation,null
Abhijit ,etsy/brands//9,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I need a high-quality, new stainless steel Starbucks tumbler for my daily coffee. I prefer a clean white aesthetic and am looking for modern reproductions or collaboration pieces. I'm especially interested in 16 oz insulated cups that come in a crisp white finish "",""gt_url"": ["" https://www.ebay.com/b/Starbucks/bn_21836007?Color=White&Featured%2520Refinements=Starbucks%2520Tumbler%7CStarbucks%2520Stainless%2520Steel%2520Tumbler%7CStarbucks%2520Icon%2520Mug&LH_ItemCondition=3&Original%252FReproduction=Reproduction&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Abhijit ,etsy/brands//10,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I need to find the original 2005 General Grievous LEGO set with the Boga mount. I’m okay with pre-owned listings, but I’m specifically looking for ones that include the original packaging/box. I'm trying to recreate the experience of when these sets first launched during the final prequel film, so please show me vintage listings that match those specific details "",""gt_url"": ["" https://www.ebay.com/b/Lego/bn_21829135?Features=Vintage&LEGO%2520Character=General%2520Grievous&LEGO%2520Theme=Star%2520Wars&LH_ItemCondition=4&Packaging=Box&Release%2520Year=2005&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
Abhijit ,etsy/brands//11,"{""_target_"": ""navi_bench.ebay.ebay_url_match.generate_task_config"",""url"": ""https://www.ebay.com"",""task"": "" I'm looking for a brand new Garmin watch that's built for serious data tracking and outdoor endurance. I want a larger display that's easy to read during a workout, so please filter for a case size between 44mm and 48mm. I'm specifically interested in the Fenix 5 Sapphire or similar rugged models that are in pristine, unused condition. "",""gt_url"": ["" https://www.ebay.com/b/Garmin-Wristwatches/31387/bn_56286638?Case%2520Size=44%252D47%252E9%2520mm&LH_ItemCondition=1000&mag=1&rt=nc ""],""location"": ""United States"",""timezone"": ""America/Chicago"",""timestamp"": null}",real,ebay,marketplace,brands,hard,null,null,validation,null
